              1		         1		         1		         1		         1		         1		         1		         1		         1		         1		         1		         1		         1		         1		         1		         1
      543780468	    1848385637      1667853927      1769152617       543780468	    1231954017      1667853927      1769152617       543780468	    1231954017      1667853927      1769152617       543780468	    1231954017      1667853927      1769152617
     1701278313	    1969845101       773871205      1836084325      1701278313	    1969452143       773871205      1836084325      1701278313	    1969452143       773871205      1836084325      1701278313	    1969452143       773871205      1836084325
     1954119680	    1868832873      1937008994      1835363956      1954119680	    1914727535      1937008994      1835363956      1954119680	    1914727535      1937008994      1835363956      1954119680	    1914727535      1937008994      1835363956
              0	    1680613486      1970042221      1635019119               0	    1651470964      1970042221      1635019119               0	    1651470964      1970042221      1635019119               0	    1651470964      1970042221      1635019119
              0	    1970039905       543520032      1848385652               0	    1769152620       543520032      1848385652               0	    1769152620       543520032      1848385652               0	    1769152620       543520032      1848385652
              0	     773866357      1868851567      1751457867               0	    1633908083      1868851567      1751457867               0	    1633908083      1868851567      1751457867               0	    1633908083      1868851567      1751457867
              0	    1918984809       773871209      1702436965               0	     773869941       773871209      1702436965               0	     773869941       773871209      1702436965               0	     773869941       773871209      1702436965
              0	    1953853984      1986096501      2020630894               0	    1769173365      1986096501      2020630894               0	    1769173365      1986096501      2020630894               0	    1769173365      1986096501      2020630894
              0	    1651269998      1931504737      1936289646               0	    1696623721      1931504737      1936289646               0	    1696623721      1931504737      1936289646               0	    1696623721      1931504737      1936289646
              0	    1684632608      1869768037       543781664               0	    1650815599      1869768037       543781664               0	    1650815599      1869768037       543781664               0	    1650815599      1869768037       543781664
              0	    1836018796      1949179982      1702389091               0	     544040308      1949179982      1702389091               0	     544040308      1949179982      1702389091               0	     544040308      1949179982      1702389091
              0	    1769152620      1970039905      1970562404               0	    1970482208      1970039905      1970562404               0	    1970482208      1970039905      1970562404               0	    1970482208      1970039905      1970562404
              0	    1633908083      1830843497       544173600               0	    1668247140      1830843497       544173600               0	    1668247140      1830843497       544173600               0	    1668247140      1830843497       544173600
              0	     773869153      1852008804      1952998688               0	    1768777070      1852008804      1952998688               0	    1768777070      1852008804      1952998688               0	    1768777070      1852008804      1952998688
           1136	    1830838628      1970172960      1129338156            1136	    1953852704      1970172960      1129338156            1136	    1953852704      1970172960      1129338156            1136	    1953852704      1970172960      1129338156
              1	             0               0               0               1	             0               0               0               1	             0               0               0               1	             0               0               0
             1	             0               0               0               1	             0               0               0               1	             0               0               0               1	             0               0               0
    1751477356	    1768974707      1633970544       543256164       544171552	    1852138284      1633970544       543256164       544171552	    1852138284      1633970544       543256164       544171552	    1852138284      1633970544       543256164
    1864398703	    1667853927      1769169769       544499813      1314277700	     544499053      1769169769       544499813      1314277700	     544499053      1769169769       544499813      1314277700	     544499053      1769169769       544499813
    1919706144	     773871205      1852252261       544367981      1229004884	    1886351904      1852252261       544367981      1229004884	    1886351904      1852252261       544367981      1229004884	    1886351904      1852252261       544367981
    1131575664	    1937008994      1852402990      1634299497      1702063201	    1630281827      1852402990      1634299497      1702063201	    1630281827      1852402990      1634299497      1702063201	    1630281827      1852402990      1634299497
    1953458034	    1970042221       542140513      1852252275       541799472	    1869442415       542140513      1852252275       541799472	    1869442415       542140513      1852252275       541799472	    1869442415       542140513      1852252275
    1634756729	     543520032      1936026732      1952804979       543387502	    1685004397      1936026732      1952804979       543387502	    1685004397      1936026732      1952804979       543387502	    1685004397      1936026732      1952804979
     544367984	    1868851567      1970479220       543257189      1936290676	    1869376617      1970479220       543257189      1936290676	    1869376617      1970479220       543257189      1936290676	    1869376617      1970479220       543257189
    1919251301	     773871209      1701671029       544236914      1768843040	    1932271725      1701671029       544236914      1768843040	    1932271725      1701671029       544236914      1768843040	    1932271725      1701671029       544236914
    1853125408	    1986096501      1932402768      1718579821      1868963890	    1634168417      1932402768      1718579821      1868963890	    1634168417      1932402768      1718579821      1868963890	    1634168417      1932402768      1718579821
    1634607209	    1931504737      1919904110      1701060719       943206432	     773871205      1919904110      1701060719       943206432	     773871205      1919904110      1701060719       943206432	     773871205      1919904110      1701060719
    1836085106	    1869768037       544631158      1847620712      1668248165	    1937008994       544631158      1847620712      1668248165	    1937008994       544631158      1847620712      1668248165	    1937008994       544631158      1847620712
    1952542324	    1949179982      1701999201      1696614224      1931487281	    1970042221      1701999201      1696614224      1931487281	    1970042221      1701999201      1696614224      1931487281	    1970042221      1701999201      1696614224
     544235890	    1970039905       740322409      1428190579       891309429	     544566380       740322409      1428190579       891309429	     544566380       740322409      1428190579       891309429	     544566380       740322409      1428190579
    1948282726	    1830843497      1735748705      1768843040      1819568496	    1634558831      1735748705      1768843040      1819568496	    1634558831      1735748705      1768843040      1819568496	    1634558831      1735748705      1768843040
     544499813	    1852008804       544434548      1129661505      1919902565	    1919968626       544434548      1129661505      1919902565	    1919968626       544434548      1129661505      1919902565	    1919968626       544434548      1129661505
     543780454	    1970172960       543255909       773866849      1936945010	     544039285       543255909       773866849      1936945010	     544039285       543255909       773866849      1936945010	     544039285       543255909       773866849
             0	             0               0               0               0	             0               0               0               0	             0               0               0               0	             0               0               0
             0	             0               0               0               0	             0               0               0               0	             0               0               0               0	             0               0               0
    1869770081	    1633970544      1948284268      1667768435      1932271665	    1919513376      1948284268      1667768435      1932271665	    1919513376      1948284268      1667768435      1932271665	    1919513376      1948284268      1667768435
    1953066862	    1769169769      1953655139      1952804896       959586403	    1635000428      1953655139      1952804896       959586403	    1635000428      1953655139      1952804896       959586403	    1635000428      1953655139      1952804896
     538994040	    1852252261      1702043763      1768824948      1869768051	    1768387948      1702043763      1768824948      1869768051	    1768387948      1702043763      1768824948      1869768051	    1768387948      1702043763      1768824948
    1667785070	    1852402990      1701671013      1751457857       543514979	    1630412870      1701671013      1751457857       543514979	    1630412870      1701671013      1751457857       543514979	    1630412870      1701671013      1751457857
    1734680686	     542140513      1915494508      1163075685      1747529248	    1970496357      1915494508      1163075685      1747529248	    1970496357      1915494508      1163075685      1747529248	    1970496357      1915494508      1163075685
    1870094692	    1936026732      1768387948      1852011129      1416127776	     543581554      1768387948      1852011129      1416127776	     543581554      1768387948      1852011129      1416127776	     543581554      1768387948      1852011129
    1635349280	    1970479220      1629512050      1886677359      1919251317	    1835363956      1629512050      1886677359      1919251317	    1835363956      1629512050      1886677359      1919251317	    1835363956      1629512050      1886677359
    1886547830	    1701671029      1668620404      1847617907      1819570976	    1970089504      1668620404      1847617907      1819570976	    1970089504      1668620404      1847617907      1819570976	    1970089504      1668620404      1847617907
    1768188270	    1932402768      1919513460       543780208      1936224119	    1316318316      1919513460       543780208      1936224119	    1316318316      1919513460       543780208      1936224119	    1316318316      1919513460       543780208
    1730179941	    1919904110      1769043301      1818586469      1701060724	    1634541667      1769043301      1818586469      1701060724	    1634541667      1769043301      1818586469      1701060724	    1634541667      1769043301      1818586469
    1668641381	     544631158       544432496      1853121892      1751217184	    1970434933       544432496      1853121892      1751217184	    1970434933       544432496      1853121892      1751217184	    1970434933       544432496      1853121892
     543387501	    1701999201      1768255020       544696692      1952998688	    1931504737      1768255020       544696692      1952998688	    1931504737      1768255020       544696692      1952998688	    1931504737      1768255020       544696692
    1836412521	     740322409       543236193      1746957157      1936745829	    1667853929       543236193      1746957157      1936745829	    1667853929       543236193      1746957157      1936745829	    1667853929       543236193      1746957157
    1667331177	    1735748705      1667462509      1885434465      1685418016	    1629513074      1667462509      1885434465      1685418016	    1629513074      1667462509      1885434465      1685418016	    1629513074      1667462509      1885434465
    1869509408	     544434548      1935765024      1952784455      1769152617	    1635003936      1935765024      1952784455      1769152617	    1635003936      1935765024      1952784455      1769152617	    1635003936      1935765024      1952784455
    1634624544	     543255909      1852404585      1347756139      1852011109	    1349673317      1852404585      1347756139      1852011109	    1349673317      1852404585      1347756139      1852011109	    1349673317      1852404585      1347756139
             0	             0               0               0               0	             0               0               0               0	             0               0               0               0	             0               0               0
             0	             0               0               0               0	             0               0               0               0	             0               0               0               0	             0               0               0
    1684108385	    1948284268       544039285      1701998181      1634953582	    1936027252       544039285      1701998181      1634953582	    1936027252       544039285      1701998181      1634953582	    1936027252       544039285      1701998181
     543780468	    1953655139      1919513376      1814067048      1730175347	     543321185      1919513376      1814067048      1730175347	     543321185      1919513376      1814067048      1730175347	     543321185      1919513376      1814067048
    1701278313	    1702043763      1633886309      1768122400       544499813	    1852074356      1633886309      1768122400       544499813	    1852074356      1633886309      1768122400       544499813	    1852074356      1633886309      1768122400
    1954119680	    1701671013      1919906606      1818326382       543449460	     543973743      1919906606      1818326382       543449460	     543973743      1919906606      1818326382       543449460	     543973743      1919906606      1818326382
             0	    1915494508       541488499      1667786099      1629516649	    1919247732       541488499      1667786099      1629516649	    1919247732       541488499      1667786099      1629516649	    1919247732       541488499      1667786099
             0	    1768387948      1667571822       544088162      2053447785	     544106850      1667571822       544088162      2053447785	     544106850      1667571822       544088162      2053447785	     544106850      1667571822       544088162
             0	    1629512050      1701934437      1819239275      1852011109	    1747853382      1701934437      1819239275      1852011109	    1747853382      1701934437      1819239275      1852011109	    1747853382      1701934437      1819239275
             0	    1668620404       773870453      1932271700      1634952563	    1970496357       773870453      1932271700      1634952563	    1970496357       773870453      1932271700      1634952563	    1970496357       773870453      1932271700
             0	    1919513460      1936745838      1751478885       740319587	     543387502      1936745838      1751478885       740319587	     543387502      1936745838      1751478885       740319587	     543387502      1936745838      1751478885
             0	    1769043301      1684632435       544694643      1751737718	    1986096236      1684632435       544694643      1751737718	    1986096236      1684632435       544694643      1751737718	    1986096236      1684632435       544694643
             0	     544432496      1696622177       543236211      1768843040	    1769152621      1696622177       543236211      1768843040	    1769152621      1696622177       543236211      1768843040	    1769152621      1696622177       543236211
             0	    1768255020      1969449314      1701934437      1634607205	    1702131059      1969449314      1701934437      1634607205	    1702131059      1969449314      1701934437      1634607205	    1702131059      1969449314      1701934437
             0	     543236193      1970482208      1853122913      2019910517	     543777824      1970482208      1853122913      2019910517	     543777824      1970482208      1853122913      2019910517	     543777824      1970482208      1853122913
             0	    1667462509      1853189731      1814062446      1953066862	    1717922921      1853189731      1814062446      1953066862	    1717922921      1853189731      1814062446      1953066862	    1717922921      1853189731      1814062446
             0	    1935765024       543519776      1668446576       544500077	    1931504757       543519776      1668446576       544500077	    1931504757       543519776      1668446576       544500077	    1931504757       543519776      1668446576
          1136	    1852404585      1885695084      1953066862      1696624486	    1668576627      1885695084      1953066862      1696624486	    1668576627      1885695084      1953066862      1696624486	    1668576627      1885695084      1953066862
             1	             0               0               0               0	             0               0               0               0	             0               0               0               0	             0               0               0
             1	             0               0               0               0	             0               0               0               0	             0               0               0               0	             0               0               0
    1751477356	     544039285      1701737573       543780208       540422446	     543253609      1701737573       543780208       540422446	     543253609      1701737573       543780208       540422446	     543253609      1701737573       543780208
    1864398703	    1919513376      1936815461      1818586469       859207712	    1885959011      1936815461      1818586469       859207712	    1885959011      1936815461      1818586469       859207712	    1885959011      1936815461      1818586469
    1919706144	    1633886309       543516517      1853121892      1936548204	    1768843054       543516517      1853121892      1936548204	    1768843054       543516517      1853121892      1936548204	    1768843054       543516517      1853121892
    1131575664	    1919906606      1937006963       544173600      1818587680	     542139756      1937006963       544173600      1818587680	     542139756      1937006963       544173600      1818587680	     542139756      1937006963       544173600
    1953458034	     541488499       740322401      1231975525      1869488199	    1818586740       740322401      1231975525      1869488199	    1818586740       740322401      1231975525      1869488199	    1818586740       740322401      1231975525
    1634756729	    1667571822      1668641568      1814053743      1347756148	    1702064501      1668641568      1814053743      1347756148	    1702064501      1668641568      1814053743      1347756148	    1702064501      1668641568      1814053743
     544367984	    1701934437      1634628709      1919230057      1751215648	    1696621927      1634628709      1919230057      1751215648	    1696621927      1634628709      1919230057      1751215648	    1696621927      1634628709      1919230057
    1919251301	     773870453       543387502       925709367      1869488195	    1702065249       543387502       925709367      1869488195	    1702065249       543387502       925709367      1869488195	    1702065249       543387502       925709367
    1853125408	    1936745838      1986096236       959455299      1347756134	    1932271726      1986096236       959455299      1347756134	    1932271726      1986096236       959455299      1347756134	    1932271726      1986096236       959455299
    1634607209	    1684632435      1769152628      1347756129      1869750322	    1701934437      1769152628      1347756129      1869750322	    1701934437      1769152628      1347756129      1869750322	    1701934437      1769152628      1347756129
    1836085106	    1696622177      1701604469      1852055649       892739659	     544434548      1701604469      1852055649       892739659	     544434548      1701604469      1852055649       892739659	     544434548      1701604469      1852055649
    1952542324	    1969449314      1932271734       544235890      1110319177	     543255909      1932271734       544235890      1110319177	     543255909      1932271734       544235890      1110319177	     543255909      1932271734       544235890
     544235890	    1970482208      1769234789      1634495589      1836084325	    1948279663      1769234789      1634495589      1836084325	    1948279663      1769234789      1634495589      1836084325	    1948279663      1769234789      1634495589
    1948282726	    1853189731       543777123      1814065006      1835363956	    1853251948       543777123      1814065006      1835363956	    1853251948       543777123      1814065006      1835363956	    1853251948       543777123      1814065006
     544499813	     543519776      1970039155      1696624494      1768843040	    1818850080      1970039155      1696624494      1768843040	    1818850080      1970039155      1696624494      1768843040	    1818850080      1970039155      1696624494
     543780454	    1885695084       543973731       544499813      1885434465	    1886743670       543973731       544499813      1885434465	    1886743670       543973731       544499813      1885434465	    1886743670       543973731       544499813
             0	             0               0               0               0	             0               0               0               0	             0               0               0               0	             0               0               0
             0	             0               0               0               0	             0               0               0               0	             0               0               0               0	             0               0               0
    1869770081	    1701737573      1970479205       541544533      1819043180	    1768841586      1970479205       541544533      1819043180	    1768841586      1970479205       541544533      1819043180	    1768841586      1970479205       541544533
    1953066862	    1936815461      1818850336       544171552      1769172256	     740321909      1818850336       544171552      1769172256	     740321909      1818850336       544171552      1769172256	     740321909      1818850336       544171552
     538994040	     543516517      1768169588      1314277700      1718579744	    1937010464      1768169588      1314277700      1718579744	    1937010464      1768169588      1314277700      1718579744	    1937010464      1768169588      1314277700
    1667785070	    1937006963      1869771887      1229004884      1952998688	    1853189228      1869771887      1229004884      1952998688	    1853189228      1869771887      1229004884      1952998688	    1853189228      1869771887      1229004884
    1734680686	     740322401      1915625558      1702063201      1397312836	    1635778560      1915625558      1702063201      1397312836	    1635778560      1915625558      1702063201      1397312836	    1635778560      1915625558      1702063201
    1870094692	    1668641568      1769365869       541799472       543257187	             0      1769365869       541799472       543257187	             0      1769365869       541799472       543257187	             0      1769365869       541799472
    1635349280	    1634628709      1970479201       543387502      1751741541	             0      1970479201       543387502      1751741541	             0      1970479201       543387502      1751741541	             0      1970479201       543387502
    1886547830	     543387502      1818849653      1936290676      1668576626	             0      1818849653      1936290676      1668576626	             0      1818849653      1936290676      1668576626	             0      1818849653      1936290676
    1768188270	    1986096236      1702109285      1768843040      1696624486	             0      1702109285      1768843040      1696624486	             0      1702109285      1768843040      1696624486	             0      1702109285      1768843040
    1730179941	    1769152628      1818850336      1868963890       544499813	             0      1818850336      1868963890       544499813	             0      1818850336      1868963890       544499813	             0      1818850336      1868963890
    1668641381	    1701604469      1633886318       943206432       544044396	             0      1633886318       943206432       544044396	             0      1633886318       943206432       544044396	             0      1633886318       943206432
     543387501	    1932271734      1769172014      1668248165      1953067122	             0      1769172014      1668248165      1953067122	             0      1769172014      1668248165      1953067122	             0      1769172014      1668248165
    1836412521	    1769234789       541488499      1931487281      1868785011	             0       541488499      1931487281      1868785011	             0       541488499      1931487281      1868785011	             0       541488499      1931487281
    1667331177	     543777123      1667571814       891309429      1936683635	             0      1667571814       891309429      1936683635	             0      1667571814       891309429      1936683635	             0      1667571814       891309429
    1869509408	    1970039155      1701997925      1819568496       543780384	             0      1701997925      1819568496       543780384	             0      1701997925      1819568496       543780384	             0      1701997925      1819568496
    1634624544	     543973731      1853125997      1919902565      1952998688	          3208      1853125997      1919902565      1952998688	          3208      1853125997      1919902565      1952998688	          3208      1853125997      1919902565
             0	             0               0               0               0	             1               0               0               0	             1               0               0               0	             1               0               0
             0		         0               0               0               0		         1               0               0               0		         1               0               0               0		         1               0               0
    1684108385	    1970479205       544171113      1936945010      1196447008	     544171552       544171113      1936945010      1196447008	     544171552       544171113      1936945010      1196447008	     544171552       544171113      1936945010
     543780468	    1818850336      1864396389      1932271665      1886547830	    1314277700      1864396389      1932271665      1886547830	    1314277700      1864396389      1932271665      1886547830	    1314277700      1864396389      1932271665
    1701278313	    1768169588      1663066482       959586403      1701060724	    1229004884      1663066482       959586403      1701060724	    1229004884      1663066482       959586403      1701060724	    1229004884      1663066482       959586403
    1954119680	    1869771887      1668623904      1869768051      1864393059	    1702063201      1668623904      1869768051      1864393059	    1702063201      1668623904      1869768051      1864393059	    1702063201      1668623904      1869768051
             0	    1915625558      1449752161       543514979      1751737718	     541799472      1449752161       543514979      1751737718	     541799472      1449752161       543514979      1751737718	     541799472      1449752161       543514979
             0	    1769365869      1836413728      1747529248      1696620832	     543387502      1836413728      1747529248      1696620832	     543387502      1836413728      1747529248      1696620832	     543387502      1836413728      1747529248
             0	    1970479201      1702193523      1416127776      1735550305	    1936290676      1702193523      1416127776      1735550305	    1936290676      1702193523      1416127776      1735550305	    1936290676      1702193523      1416127776
             0	    1818849653      1836016672      1919251317      1948282981	    1768843040      1836016672      1919251317      1948282981	    1768843040      1836016672      1919251317      1948282981	    1768843040      1836016672      1919251317
             0	    1702109285      1835103602      1819574272      1919315826	    1868963890      1835103602      1819574272      1919315826	    1868963890      1835103602      1819574272      1919315826	    1868963890      1835103602      1819574272
             0	    1818850336      1769156128               0      1835101795	     943206432      1769156128               0      1835101795	     943206432      1769156128               0      1835101795	     943206432      1769156128               0
             0	    1633886318      1231954037               0      1697521748	    1668248165      1231954037               0      1697521748	    1668248165      1231954037               0      1697521748	    1668248165      1231954037               0
             0	    1769172014      1948283253               0      1751741216	    1931487281      1948283253               0      1751741216	    1931487281      1948283253               0      1751741216	    1931487281      1948283253               0
             0	     541488499      1634541686               0      1885433957	     891309429      1634541686               0      1885433957	     891309429      1634541686               0      1885433957	     891309429      1634541686               0
             0	    1667571814      1769234789               0      1914728562	    1819568496      1769234789               0      1914728562	    1819568496      1769234789               0      1914728562	    1819568496      1769234789               0
             0	    1701997925       544171113               0      1702061422	    1919902565       544171113               0      1702061422	    1919902565       544171113               0      1702061422	    1919902565       544171113               0
          1136	    1853125997      1864395873            4368      1953701985	    1936945010      1864395873            4368      1953701985	    1936945010      1864395873            4368      1953701985	    1936945010      1864395873            4368
             1	             0               0               1               0	             0               0               1               0	             0               0               1               0	             0               0               1
             1	             0               0		         1               0	             0               0		         1               0	             0               0		         1               0	             0               0		         1
    1751477356	     544171113      1667853929       544630131       544235890	    1932271665      1667853929       544630131       544235890	    1932271665      1667853929       544630131       544235890	    1932271665      1667853929       544630131
    1864398703	    1864396389      1629516905      1953063541      1634495589	     959586403      1629516905      1953063541      1634495589	     959586403      1629516905      1953063541      1634495589	     959586403      1629516905      1953063541
    1919706144	    1663066482      1852008804      1819634976      1814061426	    1869768051      1852008804      1819634976      1814061426	    1869768051      1852008804      1819634976      1814061426	    1869768051      1852008804      1819634976
    1131575664	    1668623904      1970172974      1701603700      1667787124	     543514979      1970172974      1701603700      1667787124	     543514979      1970172974      1701603700      1667787124	     543514979      1970172974      1701603700
    1953458034	    1449752161       542143073       773865829      1701016693	    1747529248       542143073       773865829      1701016693	    1747529248       542143073       773865829      1701016693	    1747529248       542143073       773865829
    1634756729	    1836413728      1702061422      1852137838      1919230052	    1416127776      1702061422      1852137838      1919230052	    1416127776      1702061422      1852137838      1919230052	    1416127776      1702061422      1852137838
     544367984	    1702193523      1948284276       544499052      1702258028	    1919251317      1948284276       544499052      1702258028	    1919251317      1948284276       544499052      1702258028	    1919251317      1948284276       544499052
    1919251301	    1836016672       543975783      1819636512      1869636964	    1819570976       543975783      1819636512      1869636964	    1819570976       543975783      1819636512      1869636964	    1819570976       543975783      1819636512
    1853125408	    1835103602      1970037024      1835365493       544568169	    1936224119      1970037024      1835365493       544568169	    1936224119      1970037024      1835365493       544568169	    1936224119      1970037024      1835365493
    1634607209	    1769156128      1852796448      1932271714      1852252230	    1701060724      1852796448      1932271714      1852252230	    1701060724      1852796448      1932271714      1852252230	    1701060724      1852796448      1932271714
    1836085106	    1231954037      1835606134      1768056174      1346847020	    1751217184      1835606134      1768056174      1346847020	    1751217184      1835606134      1768056174      1346847020	    1751217184      1835606134      1768056174
    1952542324	    1948283253      1634888053      1685417248       543324448	    1952998688      1634888053      1685417248       543324448	    1952998688      1634888053      1685417248       543324448	    1952998688      1634888053      1685417248
     544235890	    1634541686      1931506529      1936024620      1936224119	    1936745829      1931506529      1936024620      1936224119	    1936745829      1931506529      1936024620      1936224119	    1936745829      1931506529      1936024620
    1948282726	    1769234789      1734964340       544239475      1768843040	    1685418016      1734964340       544239475      1768843040	    1685418016      1734964340       544239475      1768843040	    1685418016      1734964340       544239475
     544499813	     544171113      1769156128      1969582693      1629515109	    1769152617      1769156128      1969582693      1629515109	    1769152617      1769156128      1969582693      1629515109	    1769152617      1769156128      1969582693
     543780454	    1864395873      1131569523       543253292      1953001316	    1852011109      1131569523       543253292      1953001316	    1852011109      1131569523       543253292      1953001316	    1852011109      1131569523       543253292
             0	             0               0               0               0	             0               0               0               0	             0               0               0               0	             0               0               0
             0	             0               0               0               0	             0               0               0               0	             0               0               0               0	             0               0               0
    1869770081	    1667853929       544432487       544039284       544171552	    1634953582       544432487       544039284       544171552	    1634953582       544432487       544039284       544171552	    1634953582       544432487       544039284
    1953066862	    1629516905      1769239657      1953067808      2147483648	    1730175347      1769239657      1953067808      2147483648	    1730175347      1769239657      1953067808      2147483648	    1730175347      1769239657      1953067808
     538994040	    1852008804      1932402768      1852796460               0	     544499813      1932402768      1852796460               0	     544499813      1932402768      1852796460               0	     544499813      1932402768      1852796460
    1667785070	    1970172974      1918985587       544109934               0	     543449460      1918985587       544109934               0	     543449460      1918985587       544109934               0	     543449460      1918985587       544109934
    1734680686	     542143073      1701737504      1663967318               0	    1629516649      1701737504      1663967318               0	    1629516649      1701737504      1663967318               0	    1629516649      1701737504      1663967318
    1870094692	    1702061422      1633886323      1702065257               0	    2053447785      1633886323      1702065257               0	    2053447785      1633886323      1702065257               0	    2053447785      1633886323      1702065257
